,Grad,Opstina,Naselje,Ulica,Tip,Kvadratura,Broj soba,Grejanje,Sprat,Ukupna spratnost,Cena
3768,Beograd,Opština Novi Beograd,Blok 21,bulevar mihaila pupina,Stan,100.0,4.0,CG,13,17,153000.0
1798,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,313.0,5+,CG,6,6,350000.0
2395,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,124.0,4.0,CG,4,6,275000.0
3253,Beograd,Opština Novi Beograd,Blok 21,bulevar mihaila pupina,Stan,101.0,4.0,CG,3,16,139000.0
2603,Beograd,Opština Novi Beograd,Stari Merkator,bulevar mihaila pupina,Stan,40.0,2.0,CG,11,14,59000.0
3752,Beograd,Opština Novi Beograd,Blok 21,bulevar mihaila pupina,Stan,100.0,4.0,CG,13,16,142000.0
863,Beograd,Opština Novi Beograd,Stari Merkator,bulevar mihaila pupina,Stan,40.0,2.0,CG,11,14,59000.0
2777,Beograd,Opština Novi Beograd,Blok 21,bulevar mihaila pupina,Stan,113.0,4.0,CG,13,17,153000.0
4001,Beograd,Opština Zemun,Retenzija,bulevar mihaila pupina,Stan,102.0,3.5,CG,4,7,160000.0
4142,Beograd,Opština Zemun,Retenzija,bulevar mihaila pupina,Stan,54.0,1.5,CG,5,7,71000.0
3216,Beograd,Opština Novi Beograd,Stari Merkator,bulevar mihaila pupina,Stan,40.0,2.0,CG,11,14,59000.0
4070,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,135.0,4.0,CG,1,5,270000.0
39,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,313.0,5+,CG,6,6,350000.0
1832,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,150.0,5.0,CG,6,7,165000.0
2269,Beograd,Opština Novi Beograd,Blok 21,bulevar mihaila pupina,Stan,99.0,4.0,CG,2,16,135000.0
3134,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,109.0,3.0,CG,5,6,248990.0
1560,Beograd,Opština Novi Beograd,Stari Merkator,bulevar mihaila pupina,Stan,40.0,2.0,CG,11,14,59000.0
253,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,150.0,5.0,CG,6,7,165000.0
457,Beograd,Opština Novi Beograd,Blok 21,bulevar mihaila pupina,Stan,99.0,4.0,CG,2,16,135000.0
4009,Beograd,Opština Novi Beograd,Hotel Jugoslavija,bulevar mihaila pupina,Stan,126.0,4.0,CG,4,7,264900.0
1562,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,109.0,3.0,CG,5,6,248990.0
278,Beograd,Opština Novi Beograd,Blok 21,bulevar mihaila pupina,Stan,66.0,3.0,CG,4,5,84000.0
996,Beograd,Opština Novi Beograd,Blok 21,bulevar mihaila pupina,Stan,113.0,4.0,CG,13,17,153000.0
1156,Beograd,Opština Novi Beograd,Blok 21,bulevar mihaila pupina,Stan,101.0,4.0,CG,3,16,139000.0
567,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,124.0,4.0,CG,4,6,275000.0
1914,Beograd,Opština Novi Beograd,Blok 21,bulevar mihaila pupina,Stan,66.0,3.0,CG,4,5,84000.0
2912,Beograd,Opština Novi Beograd,Stari Merkator,bulevar mihaila pupina,Stan,63.0,2.5,CG,8,8,74500.0
2997,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,204.0,4.5,CG,1,6,299000.0
2375,Beograd,Opština Novi Beograd,Stari Merkator,bulevar mihaila pupina,Stan,21.0,0.5,CG,VPR,8,44000.0
3180,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,204.0,4.5,CG,1,6,299000.0
667,Beograd,Opština Novi Beograd,Stari Merkator,bulevar mihaila pupina,Stan,62.0,2.5,CG,8,18,95000.0
2132,Beograd,Opština Novi Beograd,Stari Merkator,bulevar mihaila pupina,Stan,62.0,2.5,CG,8,18,95000.0
1663,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,204.0,4.5,CG,1,6,299000.0
2585,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,185.0,5+,CG,6,7,375000.0
4040,Beograd,Opština Novi Beograd,Blok 30 (B92),bulevar mihaila pupina,Stan,91.0,3.0,CG,7,9,117000.0
1347,Beograd,Opština Novi Beograd,Stari Merkator,bulevar mihaila pupina,Stan,63.0,2.5,CG,8,8,74500.0
4420,Beograd,Opština Novi Beograd,Blok 21,bulevar mihaila pupina,Stan,75.0,3.0,CG,4,5,83000.0
1117,Beograd,Opština Novi Beograd,Stari Merkator,bulevar mihaila pupina,Stan,21.0,0.5,CG,VPR,8,44000.0
3738,Beograd,Opština Novi Beograd,Stari Merkator,bulevar mihaila pupina,Stan,62.0,2.5,CG,8,17,92000.0
4199,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,33.0,1.0,CG,6,6,70000.0
1492,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,204.0,4.5,CG,1,6,299000.0
1348,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,185.0,5+,CG,6,7,375000.0
5741,Beograd,Opština Novi Beograd,YUBC,bulevar mihaila pupina,Stan,137.0,4.5,CG,1,6,299000.0
3038,Beograd,Opština Novi Beograd,Blok 37,bulevar milutina milankovica,Stan,92.0,3.0,CG,8,9,91900.0
4600,Beograd,Opština Novi Beograd,Blok 28,bulevar milutina milankovica,Stan,55.0,2.0,CG,4,5,74000.0
764,Beograd,Opština Novi Beograd,Blok 37,bulevar milutina milankovica,Stan,92.0,3.0,CG,8,9,91900.0
5179,Beograd,Opština Novi Beograd,Sava centar,bulevar milutina milankovica,Stan,65.0,3.0,CG,1,19,90000.0
1166,Beograd,Opština Novi Beograd,Blok 23,bulevar milutina milankovica,Stan,73.0,3.0,CG,2,12,91500.0
2900,Beograd,Opština Novi Beograd,Blok 38,bulevar milutina milankovica,Stan,74.0,2.5,CG,PR,18,84000.0
190,Beograd,Opština Novi Beograd,Blok 28,bulevar milutina milankovica,Stan,59.0,2.0,CG,4,5,75000.0
2856,Beograd,Opština Novi Beograd,Blok 23,bulevar milutina milankovica,Stan,73.0,3.0,CG,2,12,91500.0
2007,Beograd,Opština Novi Beograd,Blok 28,bulevar milutina milankovica,Stan,59.0,2.0,CG,4,5,75000.0
1081,Beograd,Opština Novi Beograd,Blok 38,bulevar milutina milankovica,Stan,74.0,2.5,CG,PR,18,84000.0
5465,Beograd,Opština Novi Beograd,Blok 23,bulevar milutina milankovica,Stan,70.0,2.5,CG,1,18,90000.0
2630,Beograd,Opština Novi Beograd,Hotel Jugoslavija,bulevar nikole tesle,Stan,67.0,2.0,CG,4,4,79000.0
398,Beograd,Opština Novi Beograd,Hotel Jugoslavija,bulevar nikole tesle,Stan,67.0,2.0,CG,4,4,79000.0
4017,Beograd,Opština Zemun,Kej,bulevar nikole tesle,Stan,67.0,2.0,CG,4,4,87000.0
5969,Beograd,Opština Zemun,Kej,bulevar nikole tesle,Stan,67.0,2.0,CG,4,4,87000.0
5366,Beograd,Opština Novi Beograd,Hotel Jugoslavija,bulevar nikole tesle,Stan,67.0,2.5,CG,4,4,79500.0
1606,Beograd,Opština Novi Beograd,Hotel Jugoslavija,bulevar nikole tesle,Stan,36.0,1.5,CG,VPR,5,57000.0
3184,Beograd,Opština Novi Beograd,Hotel Jugoslavija,bulevar nikole tesle,Stan,36.0,1.5,CG,VPR,5,57000.0
5981,Beograd,Opština Novi Beograd,Hotel Jugoslavija,bulevar nikole tesle,Stan,76.0,3.0,CG,3,4,109000.0
5263,Beograd,Opština Novi Beograd,Blok 9a,bulevar nikole tesle,Stan,67.0,2.0,CG,4,4,79000.0
6100,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,80.0,3.0,CG,4,5,80500.0
5581,Beograd,Opština Vračar,Slavija,bulevar oslobodjenja,Stan,204.0,4.0,CG,VPR,3,279000.0
5918,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,87.0,3.0,CG,1,8,87000.0
4604,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,78.0,3.0,CG,4,6,78000.0
850,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,75.0,3.0,CG,6,10,75000.0
844,Beograd,Opština Savski venac,Centar,bulevar oslobodjenja,Stan,110.0,4.0,CG,VPR,4,280000.0
4303,Beograd,Opština Savski venac,Centar,bulevar oslobodjenja,Stan,200.0,5+,CG,PR,3,270000.0
2477,Beograd,Opština Savski venac,Centar,bulevar oslobodjenja,Stan,110.0,4.0,CG,VPR,4,280000.0
4847,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,86.0,2.5,CG,10,12,79000.0
2664,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,75.0,3.0,CG,6,10,75000.0
3549,Beograd,Opština Voždovac,Kumodraž,bulevar peka dapcevica,Stan,50.0,1.5,CG,VPR,4,60000.0
3196,Beograd,Opština Novi Beograd,Blok 29,bulevar umetnosti,Stan,96.0,4.0,CG,3,7,122000.0
4339,Beograd,Opština Novi Beograd,Blok 28,bulevar umetnosti,Stan,75.0,2.0,CG,12,16,95000.0
1502,Beograd,Opština Novi Beograd,Blok 29,bulevar umetnosti,Stan,96.0,4.0,CG,3,7,122000.0
1593,Beograd,Opština Novi Beograd,Blok 29,bulevar umetnosti,Stan,96.0,4.0,CG,3,7,122000.0
4235,Beograd,Opština Novi Beograd,Blok 29,bulevar umetnosti,Stan,61.0,2.0,CG,PR,6,62900.0
2911,Beograd,Opština Novi Beograd,Blok 29,bulevar umetnosti,Stan,96.0,4.0,CG,3,7,122000.0
4536,Beograd,Opština Savski venac,Sajam,Bulevar vojvode misica,Stan,105.0,4.0,CG,1,7,115000.0
5463,Beograd,Opština Savski venac,Sajam,Bulevar vojvode misica,Stan,105.0,4.0,CG,1,7,115000.0
5749,Beograd,Opština Savski venac,Senjak,Bulevar vojvode misica,Stan,101.0,3.0,CG,5,7,130000.0
3947,Beograd,Opština Novi Beograd,Blok 21,bulevar z. djindjica,Stan,77.0,2.5,CG,4,5,83000.0
4499,Beograd,Opština Novi Beograd,Blok 21,Bulevar zorana djindjica,Stan,156.0,4.0,CG,1,3,256000.0
1038,Beograd,Opština Novi Beograd,Blok 30 (B92),Bulevar zorana djindjica,Stan,85.0,3.5,CG,4,5,126900.0
3247,Beograd,Opština Novi Beograd,Blok 30 (B92),Bulevar zorana djindjica,Stan,85.0,3.5,CG,4,5,126900.0
1848,Beograd,Opština Novi Beograd,Blok 34 (Carina - Studentski grad),Bulevar zorana djindjica,Stan,76.0,3.0,CG,PR,6,93000.0
4848,Beograd,Opština Novi Beograd,Blok 34 (Carina - Studentski grad),Bulevar zorana djindjica,Stan,85.0,3.0,CG,6,6,119500.0
4569,Beograd,Opština Novi Beograd,Blok 33,Bulevar zorana djindjica,Stan,81.0,3.0,CG,1,8,105000.0
226,Beograd,Opština Novi Beograd,Blok 34 (Carina - Studentski grad),Bulevar zorana djindjica,Stan,76.0,3.0,CG,PR,6,93000.0
3448,Beograd,Opština Novi Beograd,Fontana,Bulevar zorana djindjica,Stan,81.0,3.0,CG,1,8,102000.0
2045,Beograd,Opština Novi Beograd,Blok 29,Bulevar zorana djindjica,Stan,85.0,3.0,CG,7,7,96000.0
1574,Beograd,Opština Novi Beograd,Fontana,Bulevar zorana djindjica,Stan,81.0,3.0,CG,1,8,102000.0
342,Beograd,Opština Novi Beograd,Blok 29,Bulevar zorana djindjica,Stan,85.0,3.0,CG,7,7,96000.0
793,Beograd,Opština Novi Beograd,Hotel Hyatt,Bulevar zorana djindjica,Stan,65.0,2.5,CG,3,3,139000.0
5288,Beograd,Opština Novi Beograd,Sava centar,Bulevar zorana djindjica,Stan,63.0,2.0,CG,4,5,86000.0
5007,Beograd,Opština Novi Beograd,Blok 34 (Carina - Studentski grad),Bulevar zorana djindjica,Stan,78.0,3.5,CG,1,3,95000.0
2666,Beograd,Opština Novi Beograd,Blok 29,Bulevar zorana djindjica,Stan,73.0,2.5,CG,5,7,115000.0
897,Beograd,Opština Novi Beograd,Blok 34 (Carina - Studentski grad),Bulevar zorana djindjica,Stan,85.0,3.0,CG,6,6,119500.0
643,Beograd,Opština Novi Beograd,Blok 33,Bulevar zorana djindjica,Stan,67.0,2.5,CG,4,8,85000.0
5648,Beograd,Opština Novi Beograd,Blok 33,Bulevar zorana djindjica,Stan,90.0,3.0,CG,7,9,120000.0
5997,Beograd,Opština Novi Beograd,Blok 30 (B92),Bulevar zorana djindjica,Stan,63.0,2.5,CG,10,11,84000.0
758,Beograd,Opština Novi Beograd,Fontana,Bulevar zorana djindjica,Stan,56.0,2.0,CG,3,8,79900.0
4786,Beograd,Opština Novi Beograd,Fontana,Bulevar zorana djindjica,Stan,59.0,2.0,CG,4,9,81000.0
4527,Beograd,Opština Novi Beograd,Blok 29,Bulevar zorana djindjica,Stan,113.0,2.5,CG,7,7,128000.0
858,Beograd,Opština Novi Beograd,Blok 29,Bulevar zorana djindjica,Stan,73.0,2.5,CG,5,7,115000.0
4817,Beograd,Opština Novi Beograd,Blok 3,Bulevar zorana djindjica,Stan,56.0,2.0,CG,3,8,81500.0
4583,Beograd,Opština Novi Beograd,Blok 29,Bulevar zorana djindjica,Stan,122.0,3.0,CG,4,6,245000.0
2397,Beograd,Opština Novi Beograd,Fontana,Bulevar zorana djindjica,Stan,56.0,2.0,CG,3,8,79900.0
1775,Beograd,Opština Novi Beograd,Blok 34 (Carina - Studentski grad),Bulevar zorana djindjica,Stan,56.0,2.0,CG,3,8,81500.0
2882,Beograd,Opština Novi Beograd,Blok 34 (Carina - Studentski grad),Bulevar zorana djindjica,Stan,70.0,2.5,CG,16,18,77000.0
1165,Beograd,Opština Novi Beograd,Blok 34 (Carina - Studentski grad),Bulevar zorana djindjica,Stan,70.0,2.5,CG,16,18,77000.0
4717,Beograd,Opština Novi Beograd,Blok 30 (B92),Bulevar zorana djindjica,Stan,85.0,3.0,CG,4,5,132000.0
121,Beograd,Opština Novi Beograd,Blok 34 (Carina - Studentski grad),Bulevar zorana djindjica,Stan,56.0,2.0,CG,3,8,81500.0
4412,Beograd,Opština Novi Beograd,Fontana,Bulevar zorana djindjica,Stan,56.0,2.5,CG,2,9,83000.0
4597,Beograd,Opština Novi Beograd,Blok 29,Bulevar zorana djindjica,Stan,70.0,3.0,CG,5,6,112000.0
2579,Beograd,Opština Novi Beograd,Hotel Hyatt,Bulevar zorana djindjica,Stan,65.0,2.5,CG,3,3,139000.0
2628,Beograd,Opština Novi Beograd,Blok 34 (Carina - Studentski grad),Bulevar zorana djindjica,Stan,85.0,3.0,CG,6,6,119500.0
2459,Beograd,Opština Novi Beograd,Blok 33,Bulevar zorana djindjica,Stan,67.0,2.5,CG,4,8,85000.0
6092,Beograd,Opština Novi Beograd,Blok 34 (Carina - Studentski grad),Bulevar zorana djindjica,Stan,85.0,3.0,CG,6,7,119500.0
873,Beograd,Opština Palilula,Bulevar despota Stefana,bulevar despota stefana,Stan,70.0,2.5,CG,7,10,102000.0
3728,Beograd,Opština Palilula,Botanička bašta,bulevar despota stefana,Stan,95.0,3.0,CG,8,9,130000.0
4222,Beograd,Opština Palilula,Centar,bulevar despota stefana,Stan,87.0,3.0,TA,VPR,5,100000.0
4931,Beograd,Opština Palilula,Centar,bulevar despota stefana,Stan,40.0,1.0,CG,5,9,67000.0
1489,Beograd,Opština Palilula,Centar,bulevar despota stefana,Stan,40.0,1.0,CG,5,8,66900.0
3086,Beograd,Opština Palilula,Centar,bulevar despota stefana,Stan,40.0,1.0,CG,5,8,66900.0
5372,Beograd,Opština Palilula,Bulevar despota Stefana,bulevar despota stefana,Stan,36.0,1.0,CG,3,5,55000.0
5269,Beograd,Opština Stari grad,Savamala,bulevar despota stefana,Stan,70.0,2.0,TA,3,5,89000.0
1772,Beograd,Opština Palilula,Cvijićeva,bulevar despota stefana,Stan,65.0,2.5,CG,7,9,102000.0
5998,Beograd,Opština Palilula,Botanička bašta,bulevar despota stefana,Stan,68.0,2.5,CG,7,10,102000.0
3953,Beograd,Opština Palilula,Hala Pionir,bulevar despota stefana,Stan,35.0,1.0,CG,6,12,62500.0
1411,Beograd,Opština Palilula,Bulevar despota Stefana,bulevar despota stefana,Stan,58.0,3.0,CG,9,9,59000.0
2981,Beograd,Opština Palilula,Bulevar despota Stefana,bulevar despota stefana,Stan,58.0,3.0,CG,9,9,59000.0
4723,Beograd,Opština Palilula,Bulevar despota Stefana,bulevar despota stefana,Stan,124.0,3.0,CG,6,7,250000.0
1643,Beograd,Opština Palilula,Centar,bulevar despota stefana,Stan,95.0,3.5,CG,8,9,130000.0
5540,Beograd,Opština Stari grad,Centar,bulevar despota stefana,Stan,107.0,4.0,CG,PTK,3,130000.0
4624,Beograd,Opština Palilula,Bulevar despota Stefana,bulevar despota stefana,Stan,59.0,2.5,CG,2,7,90000.0
2705,Beograd,Opština Palilula,Bulevar despota Stefana,bulevar despota stefana,Stan,70.0,2.5,CG,7,10,102000.0
3782,Beograd,Opština Palilula,Bulevar despota Stefana,bulevar despota stefana,Stan,65.0,2.5,CG,7,11,102000.0
4911,Beograd,Opština Palilula,Centar,bulevar despota stefana,Stan,70.0,2.0,CG,5,9,83000.0
3699,Beograd,Opština Palilula,Hala Pionir,bulevar despota stefana,Stan,65.0,2.0,EG,4,5,87000.0
3373,Beograd,Opština Palilula,Centar,bulevar despota stefana,Stan,95.0,3.5,CG,8,9,130000.0
4341,Beograd,Opština Stari grad,Kopitareva gradina,bulevar despota stefana,Stan,153.0,5.0,TA,2,3,149000.0
93,Beograd,Opština Palilula,Cvijićeva,bulevar despota stefana,Stan,65.0,2.5,CG,7,9,102000.0
1666,Beograd,Opština Palilula,Bulevar despota Stefana,bulevar despota stefana,Stan,35.0,1.0,CG,6,12,62500.0
3243,Beograd,Opština Palilula,Bulevar despota Stefana,bulevar despota stefana,Stan,35.0,1.0,CG,6,12,62500.0
4265,Beograd,Opština Stari grad,Skadarlija,bulevar despota stefana,Stan,69.0,3.0,CG,2,7,107000.0
557,Beograd,Opština Palilula,Centar,bulevar despota stefana,Stan,78.0,3.0,CG,5,12,95000.0
1985,Beograd,Opština Palilula,Centar,bulevar despota stefana,Stan,78.0,3.0,CG,5,12,95000.0
5640,Beograd,Opština Savski venac,Dedinje,bulevar kneza aleksandra karadjordjevica,Stan,94.0,2.5,CG,4,4,184000.0
5094,Beograd,Opština Savski venac,Dedinje,bulevar kneza aleksandra karadjordjevica,Stan,72.0,3.0,CG,3,4,125000.0
1600,Beograd,Opština Zvezdara,Lion,Bulevarkralja aleksandra,Stan,70.0,2.5,CG,5,5,89000.0
2721,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,27.0,0.5,Norveški radijatori,2,2,28000.0
2096,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,75.0,2.5,CG,4,6,107900.0
3383,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,56.0,2.5,CG,7,12,59000.0
1628,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,60.0,3.0,CG,4,5,80000.0
4157,Beograd,Opština Zvezdara,Lion,Bulevarkralja aleksandra,Stan,62.0,2.5,CG,8,9,92490.0
58,Beograd,Opština Vračar,Pravni fakultet,Bulevarkralja aleksandra,Stan,120.0,3.5,EG,4,5,289000.0
347,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,62.0,2.5,CG,8,9,93000.0
2828,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,82.0,2.5,CG,6,6,88900.0
6096,Beograd,Opština Vračar,Pravni fakultet,Bulevarkralja aleksandra,Stan,110.0,3.0,EG,3,4,270000.0
4055,Beograd,Opština Zvezdara,Lipov lad,Bulevarkralja aleksandra,Stan,96.0,4.0,CG,5,7,135000.0
5803,Beograd,Opština Zvezdara,Cvetkova pijaca,Bulevarkralja aleksandra,Stan,56.0,2.0,CG,VPR,13,68000.0
3005,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,63.0,2.0,CG,6,8,84900.0
2605,Beograd,Opština Zvezdara,Lion,Bulevarkralja aleksandra,Stan,56.0,2.0,CG,3,6,80000.0
3554,Beograd,Opština Zvezdara,Lion,Bulevarkralja aleksandra,Stan,62.0,2.5,CG,8,9,93000.0
2695,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,52.0,2.0,Norveški radijatori,2,2,52000.0
992,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,52.0,2.0,Norveški radijatori,2,2,52000.0
1651,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,82.0,2.5,CG,6,6,88900.0
3994,Beograd,Opština Zvezdara,Đeram pijaca,Bulevarkralja aleksandra,Stan,140.0,4.0,CG,5,7,239000.0
82,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,67.0,3.0,CG,PR,5,79000.0
5899,Beograd,Opština Zvezdara,Lion,Bulevarkralja aleksandra,Stan,60.0,2.0,CG,4,8,84000.0
5866,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,56.0,2.5,CG,7,12,59000.0
4378,Beograd,Opština Zvezdara,Cvetkova pijaca,Bulevarkralja aleksandra,Stan,42.5,1.0,CG,4,6,74000.0
2776,Beograd,Opština Zvezdara,Lion,Bulevarkralja aleksandra,Stan,70.0,2.5,CG,5,5,89000.0
414,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,75.0,2.5,CG,4,6,107900.0
1468,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,63.0,2.0,CG,6,8,84900.0
4741,Beograd,Opština Zvezdara,Lion,Bulevarkralja aleksandra,Stan,43.0,1.0,CG,4,6,75600.0
2236,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,67.0,3.0,CG,PR,5,79000.0
912,Beograd,Opština Zvezdara,Lion,Bulevarkralja aleksandra,Stan,56.0,2.0,CG,3,6,80000.0
2243,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,62.0,2.5,CG,8,9,93000.0
3291,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,60.0,3.0,CG,4,5,80000.0
1743,Beograd,Opština Vračar,Pravni fakultet,Bulevarkralja aleksandra,Stan,120.0,3.5,EG,4,5,289000.0
4745,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,100.0,3.0,EG,6,6,125000.0
1553,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,56.0,2.5,CG,7,12,59000.0
1124,Beograd,Opština Zvezdara,Bulevar kralja Aleksandra,Bulevarkralja aleksandra,Stan,27.0,0.5,Norveški radijatori,2,2,28000.0
5700,Beograd,Opština Zvezdara,Đeram pijaca,Bulevarkralja aleksandra,Stan,140.0,2.5,CG,6,7,239000.0
326,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,80.0,3.5,CG,3,6,79900.0
4803,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,87.0,3.0,CG,8,12,88000.0
5686,Beograd,Opština Vračar,Slavija,bulevar oslobodjenja,Stan,147.0,5+,CG,VPR,3,280000.0
4503,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,150.0,5.0,CG,1,5,140000.0
2204,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,80.0,3.5,CG,3,6,79900.0
2111,Beograd,Opština Voždovac,Trošarina,bulevar oslobodjenja,Stan,57.0,2.0,CG,3,5,93000.0
5163,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,78.0,3.0,CG,4,6,79000.0
3583,Beograd,Opština Voždovac,Bulevar oslobođenja,bulevar oslobodjenja,Stan,140.0,4.0,Gas,2,3,240000.0
5216,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,84.0,3.0,CG,8,12,94000.0
991,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,76.0,3.0,CG,PR,6,98000.0
2887,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,76.0,3.0,CG,PR,6,98000.0
2697,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,80.0,3.0,CG,1,9,85000.0
4796,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,79.0,3.0,CG,10,12,84000.0
1027,Beograd,Opština Voždovac,Bulevar oslobođenja,bulevar oslobodjenja,Stan,117.0,3.0,CG,1,3,265000.0
3182,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,149.0,4.0,Gas,2,3,220000.0
3983,Beograd,Opština Voždovac,Bulevar oslobođenja,bulevar oslobodjenja,Stan,105.0,4.0,CG,1,3,193000.0
2770,Beograd,Opština Voždovac,Bulevar oslobođenja,bulevar oslobodjenja,Stan,117.0,3.0,CG,1,3,265000.0
1716,Beograd,Opština Savski venac,Centar,bulevar oslobodjenja,Stan,130.0,5.0,TA,1,3,239000.0
5037,Beograd,Opština Voždovac,Autokomanda,bulevar oslobodjenja,Stan,90.0,4.0,CG,1,3,180000.0
2098,Beograd,Opština Voždovac,Bulevar oslobođenja,bulevar oslobodjenja,Stan,179.0,5.0,EG,PR,1,259000.0
1377,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,149.0,4.0,Gas,2,3,220000.0
6063,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,77.0,3.0,CG,VPR,4,88000.0
747,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,80.0,3.0,CG,1,9,85000.0
5829,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,74.0,3.0,CG,1,12,77000.0
3226,Beograd,Opština Savski venac,Centar,bulevar oslobodjenja,Stan,130.0,5.0,TA,1,3,239000.0
1785,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,78.0,3.0,CG,VPR,4,84000.0
1853,Beograd,Opština Voždovac,Autokomanda,bulevar oslobodjenja,Stan,140.0,4.0,CG,3,3,280000.0
5368,Beograd,Opština Voždovac,Centar,bulevar oslobodjenja,Stan,80.0,3.0,CG,4,6,82000.0
4184,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,78.0,3.0,CG,VPR,6,84000.0
3642,Beograd,Opština Voždovac,Hotel M,bulevar oslobodjenja,Stan,81.0,3.0,Gas,4,4,145000.0
277,Beograd,Opština Voždovac,Trošarina,bulevar oslobodjenja,Stan,57.0,2.0,CG,3,5,93000.0
3810,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,114.0,4.0,CG,11,13,80000.0
180,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,78.0,3.0,CG,VPR,4,84000.0
5089,Beograd,Opština Voždovac,Banjica,bulevar oslobodjenja,Stan,92.0,3.5,CG,6,12,82000.0
372,Beograd,Opština Voždovac,Autokomanda,bulevar oslobodjenja,Stan,140.0,4.0,CG,3,3,280000.0
6102,Beograd,Opština Voždovac,Hotel M,bulevar oslobodjenja,Stan,88.0,3.5,CG,1,3,155000.0
